28.033886,1.659626,0.0020332952,0.0025550243,0.0084706809,0.2033295209,0.2555024273,0.8470680938
42.506285,1.521801,0.0045113737,0.0130306238,0.0164160483,0.4511373745,1.3030623791,1.6416048329
-11.202692,17.873887,0.0060363452,0.0140891338,0.011195745,0.6036345152,1.4089133847,1.119574496
17.060816,-61.796428,0.0070529928,0.0070810673,0.0063694268,0.7052992756,0.708106727,0.6369426752
-38.416097,-63.616672,0.0144872284,0.0137971311,0.0121807079,1.4487228364,1.3797131073,1.218070786
40.069099,45.038189,0.0040030499,0.0033580319,0.0035130343,0.4003049943,0.3358031901,0.3513034342
-25.274398,133.775136,0.0130257974,0.0103295981,0.0102107821,1.3025797433,1.0329598131,1.0210782061
47.516231,14.550072,0.0156944974,0.0103295981,0.0105719351,1.5694497395,1.0329598131,1.0571935124
40.143105,47.576927,0.007624857,0.0058400555,0.0051218071,0.7624857034,0.5840055481,0.5121807079
25.03428,-77.39628,0.0124539332,0.0065335621,0.0054829601,1.2453933155,0.6533562069,0.5482960142
23.684994,90.356331,0.0057821833,0.0067890645,0.006467923,0.5782183251,0.6789064496,0.6467923042
13.193887,-59.543198,0.0116914475,0.007154068,0.0070917329,1.1691447452,0.7154067964,0.7091732878
50.503887,4.469936,0.0100393951,0.0141986349,0.0127716856,1.0039395095,1.4198634887,1.27716856
27.514162,90.433601,0.0012708095,0.0050735482,0.0022654147,0.1270809506,0.5073548199,0.2265414669
-22.328474,24.684866,0.0054009404,0.0028835274,0.0025937356,0.5400940399,0.2883527394,0.2593735636
-14.235004,-51.92528,0.0042572118,0.0035040333,0.0031518813,0.4257211844,0.3504033288,0.3151881279
42.733883,25.48583,0.0068623713,0.0075920721,0.0080766958,0.6862371331,0.7592072125,0.8076695778
12.238333,-1.561593,,0.0055845531,0.0051546392,0,0.5584553053,0.5154639175
16.5388,-23.0418,0.0070529928,0.0066065628,0.0068290761,0.7052992756,0.6606562762,0.6829076105
12.565679,104.990963,0.0036853476,0.0069350659,0.0060739379,0.3685347566,0.6935065883,0.6073937882
7.369722,12.354722,0.0035582666,0.0050735482,0.0088974982,0.3558266616,0.5073548199,0.8897498194
